Name,Value,,,,,,,,,,,,,,,
User,Administrator,,,,,,,,,,,,,,,
Creation Time,01/20/2016 13:39:14 EST,,,,,,,,,,,,,,,
Read Time,01/20/2016 13:40:36 EST,,,,,,,,,,,,,,,
Layout,Standard,,,,,,,,,,,,,,,
Type,96 Multi-Spot 4,,,,,,,,,,,,,,,
Wells Per Row,12,,,,,,,,,,,,,,,
Wells Per Col,8,,,,,,,,,,,,,,,
Spots Per Well,4,,,,,,,,,,,,,,,
Stack ID,0,,,,,,,,,,,,,,,
Barcode1,25E5MAPB94,,,,,,,,,,,,,,,
Barcode2,N/A,,,,,,,,,,,,,,,
Barcode3,N/A,,,,,,,,,,,,,,,
Plate #,N/A,,,,,,,,,,,,,,,
Model,Model1300,,,,,,,,,,,,,,,
Serial #,1.30013E+12,,,,,,,,,,,,,,,
Version,4.0.12 (LSR_4_0_12),,,,,,,,,,,,,,,
Orient,0,,,,,,,,,,,,,,,
Comments,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Experiment_2016-01-20-134111: Experiment Data Table,,,,,,,,,,,,,,,,
Plate Name,Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
Plate_25E5MAPB94,U022,Adiponectin,E06,1,1,,33810,33810,33310,33310,2.122806308,,,20.37102433,20.04543116,2.297073434
Plate_25E5MAPB94,U022,Adiponectin,E05,1,1,,32810,32810,33310,33310,2.122806308,,,19.719838,20.04543116,2.297073434
Plate_25E5MAPB94,U023,Adiponectin,E08,1,1,,17056,17056,17620,17620,4.526767589,,,9.719946555,10.06875535,4.899216546
Plate_25E5MAPB94,U023,Adiponectin,E07,1,1,,18184,18184,17620,17620,4.526767589,,,10.41756414,10.06875535,4.899216546
Plate_25E5MAPB94,U024,Adiponectin,E10,1,1,,14979,14979,15054,15053.5,0.699896439,,,8.444372418,8.489924047,0.758778655
Plate_25E5MAPB94,U024,Adiponectin,E09,1,1,,15128,15128,15054,15053.5,0.699896439,,,8.535475676,8.489924047,0.758778655
Plate_25E5MAPB94,U025,Adiponectin,E12,1,1,,17048,17048,17656,17655.5,4.866102569,,,9.71501079,10.09077778,5.266341066
Plate_25E5MAPB94,U025,Adiponectin,E11,1,1,,18263,18263,17656,17655.5,4.866102569,,,10.46654477,10.09077778,5.266341066
Plate_25E5MAPB94,U026,Adiponectin,F03,1,1,,26033,26033,25479,25479,3.074980625,,,15.35504708,15.00247601,3.323523295
Plate_25E5MAPB94,U026,Adiponectin,F04,1,1,,24925,24925,25479,25479,3.074980625,,,14.64990494,15.00247601,3.323523295
Plate_25E5MAPB94,U027,Adiponectin,F05,1,1,,37076,37076,36217,36216.5,3.356250761,,,22.50980901,21.94582185,3.634397017
Plate_25E5MAPB94,U027,Adiponectin,F06,1,1,,35357,35357,36217,36216.5,3.356250761,,,21.38183469,21.94582185,3.634397017
Plate_25E5MAPB94,U028,Adiponectin,F07,1,1,,33980,33980,32666,32665.5,5.690969762,,,20.48190012,19.6274211,6.156773308
Plate_25E5MAPB94,U028,Adiponectin,F08,1,1,,31351,31351,32666,32665.5,5.690969762,,,18.77294207,19.6274211,6.156773308
Plate_25E5MAPB94,U029,Adiponectin,F09,1,1,,20288,20288,19922,19922,2.598143579,,,11.72732797,11.49887744,2.80964676
Plate_25E5MAPB94,U029,Adiponectin,F10,1,1,,19556,19556,19922,19922,2.598143579,,,11.27042691,11.49887744,2.80964676
Plate_25E5MAPB94,U030,Adiponectin,F11,1,1,,17913,17913,17166,17165.5,6.158426133,,,10.24966266,9.788259977,6.666373142
Plate_25E5MAPB94,U030,Adiponectin,F12,1,1,,16418,16418,17166,17165.5,6.158426133,,,9.326857293,9.788259977,6.666373142
Plate_25E5MAPB94,U031,Adiponectin,G03,1,1,,25910,25910,25317,25317,3.312511919,,,15.27664531,14.89945114,3.580219927
Plate_25E5MAPB94,U031,Adiponectin,G04,1,1,,24724,24724,25317,25317,3.312511919,,,14.52225696,14.89945114,3.580219927
Plate_25E5MAPB94,U032,Adiponectin,G06,1,1,,27755,27755,29924,29923.5,10.24854081,,,16.45583808,17.85460745,11.07926131
Plate_25E5MAPB94,U032,Adiponectin,G05,1,1,,32092,32092,29924,29923.5,10.24854081,,,19.25337682,17.85460745,11.07926131
Plate_25E5MAPB94,U033,Adiponectin,G08,1,1,,30014,30014,31009,31008.5,4.535644703,,,17.90861445,18.5521175,4.905373979
Plate_25E5MAPB94,U033,Adiponectin,G07,1,1,,32003,32003,31009,31008.5,4.535644703,,,19.19562055,18.5521175,4.905373979
Plate_25E5MAPB94,U034,Adiponectin,G10,1,1,,37305,37305,36675,36675,2.429323911,,,22.66044793,22.24656869,2.631028809
Plate_25E5MAPB94,U034,Adiponectin,G09,1,1,,36045,36045,36675,36675,2.429323911,,,21.83268945,22.24656869,2.631028809
Plate_25E5MAPB94,U035,Adiponectin,G12,1,1,,16062,16062,17679,17678.5,12.9313925,,,9.107996243,10.10791161,13.98997064
Plate_25E5MAPB94,U035,Adiponectin,G11,1,1,,19295,19295,17679,17678.5,12.9313925,,,11.10782697,10.10791161,13.98997064
Plate_25E5MAPB94,U036,Adiponectin,H04,1,1,,19220,19220,20446,20445.5,8.476773474,,,11.0611335,11.82756545,9.164172171
Plate_25E5MAPB94,U036,Adiponectin,H03,1,1,,21671,21671,20446,20445.5,8.476773474,,,12.59399741,11.82756545,9.164172171
Plate_25E5MAPB94,U037,Adiponectin,H06,1,1,,16676,16676,16806,16806,1.09394123,,,9.485686245,9.565807092,1.184510494
Plate_25E5MAPB94,U037,Adiponectin,H05,1,1,,16936,16936,16806,16806,1.09394123,,,9.64592794,9.565807092,1.184510494
Plate_25E5MAPB94,U038,Adiponectin,H08,1,1,,28665,28665,29741,29740.5,5.114193394,,,17.03989713,17.73329263,5.529764493
Plate_25E5MAPB94,U038,Adiponectin,H07,1,1,,30816,30816,29741,29740.5,5.114193394,,,18.42668813,17.73329263,5.529764493
Plate_25E5MAPB94,U039,Adiponectin,H10,1,1,,41346,41346,41659,41659,1.062552738,,,25.33274906,25.54090412,1.1525657
Plate_25E5MAPB94,U039,Adiponectin,H09,1,1,,41972,41972,41659,41659,1.062552738,,,25.74905917,25.54090412,1.1525657
Plate_25E5MAPB94,U040,Adiponectin,H12,1,1,,270,270,278,278,4.069679316,,,NaN,NaN,NaN
Plate_25E5MAPB94,U040,Adiponectin,H11,1,1,,286,286,278,278,4.069679316,,,NaN,NaN,NaN
